Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 76.4526400207182, 33.4842892272681, 38.2263200103591, 41.7318936521962, 2.28643680775489, 3.96355119198915, 1.14321840387744
