geracao,barras,potencias,energias,violacao,custo
12,"[2, 6]","[27.809393614775395, 16.30054036271635]","[41.55970159661257, 37.276188084857495]",56.94444444444445,143.1061997635172
12,"[6, 10]","[10.665378519619415, 19.139747443255356]","[73.6461910266098, 41.14557965831253]",0.0,144.5968966477971
12,"[6, 10]","[10.665378519619415, 19.139747443255356]","[73.6461910266098, 41.14557965831253]",0.0,144.5968966477971
12,"[6, 7]","[2.601996592377265, 38.848888171209]","[73.6461910266098, 41.14557965831253]",0.0,144.5968966477971
12,"[6, 10]","[10.665378519619415, 19.139747443255356]","[73.6461910266098, 41.14557965831253]",0.0,144.5968966477971
12,"[2, 10]","[28.786117907385602, 21.24483333434803]","[73.6461910266098, 54.300934072990344]",0.0,144.5968966477971
12,"[5, 2]","[35.210207331509515, 17.02556928997533]","[59.20951032940752, 31.39720487316655]",84.02777777777779,142.84249182405892
12,"[5, 2]","[35.210207331509515, 17.02556928997533]","[47.20327618901973, 31.39720487316655]",84.02777777777779,142.84249182405892
13,"[6, 7]","[23.21403744621579, 10.094500167364407]","[47.04890944159368, 36.329834792987675]",0.0,116.68728184816155
13,"[5, 10]","[9.32692392935423, 13.895037346676034]","[62.38478185000193, 33.79321432367338]",0.0,119.39995744970557
13,"[5, 10]","[9.32692392935423, 13.895037346676034]","[74.91950309599031, 33.79321432367338]",0.0,119.39995744970557
13,"[6, 5]","[24.375775633400497, 15.436732639839441]","[34.32492683833306, 45.044972571413254]",24.305555555555557,119.18240768298627
13,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.52005635318355, 29.27676665514421]",0.0,122.53416045488552
13,"[6, 5]","[14.664605578893688, 15.912805143575044]","[54.77813655566407, 37.20033681642121]",0.0,122.55588409455402
13,"[5, 13]","[11.691167403820307, 16.058572558702664]","[61.04065221906448, 34.798407976485606]",0.0,123.58880015807304
13,"[5, 13]","[11.691167403820307, 16.058572558702664]","[61.04065221906448, 34.798407976485606]",0.0,123.58880015807304
13,"[1, 5]","[33.12574621258058, 17.59917905403967]","[39.0033053465319, 33.84417014128362]",85.41666666666667,123.57240075443578
13,"[5, 6]","[12.260149681867865, 16.579252093983193]","[60.717172024379906, 35.04031934501977]",0.0,124.59689314525073
13,"[3, 6]","[17.972465416192385, 16.579252093983193]","[60.717172024379906, 40.56564306188615]",0.0,124.59689314525073
13,"[5, 6]","[10.772041131388999, 16.579252093983193]","[60.717172024379906, 35.04031934501977]",0.0,124.59689314525073
13,"[6, 5]","[20.000877758637806, 18.997492983794146]","[48.47660380258307, 36.16385104438693]",49.30555555555556,123.63882558940196
13,"[6, 15]","[13.631168346144555, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,128.5163760172017
13,"[7, 1]","[25.802639490650908, 19.751142592013238]","[39.779696243997726, 39.679573872535535]",100.0,125.0130521991974
13,"[6, 5]","[14.902727538535634, 18.997492983794146]","[59.214802561349664, 36.16385104438693]",0.0,129.27887412806638
13,"[6, 5]","[20.083722173039316, 18.997492983794146]","[59.214802561349664, 36.16385104438693]",0.0,129.27887412806638
13,"[6, 5]","[19.732340291367322, 18.997492983794146]","[59.214802561349664, 36.16385104438693]",0.0,129.27887412806638
13,"[6, 5]","[14.902727538535634, 18.997492983794146]","[81.94536257485868, 36.16385104438693]",0.0,129.27887412806638
13,"[6, 5]","[22.484597208437282, 18.997492983794146]","[59.214802561349664, 9.8041633942752]",0.0,129.27887412806638
13,"[6, 1]","[27.999506633910354, 9.034002046398633]","[59.715964677222075, 31.893395304340746]",65.27777777777777,128.6428686618718
13,"[7, 1]","[30.600070195522882, 20.568797994403614]","[39.779696243997726, 36.721476303835814]",122.91666666666666,127.67004073776003
13,"[7, 1]","[24.43646483585427, 19.51829710537205]","[39.779696243997726, 36.721476303835814]",122.91666666666666,127.67004073776003
13,"[7, 1]","[24.43646483585427, 8.119552419054894]","[39.779696243997726, 53.09360910507342]",122.91666666666666,127.67004073776003
13,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,129.61939393873809
13,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,129.61939393873809
13,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,129.61939393873809
13,"[6, 15]","[14.734186267680954, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,129.61939393873809
13,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,129.61939393873809
13,"[6, 15]","[5.628774845220292, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,129.61939393873809
13,"[5, 10]","[10.88637414918092, 14.268979896089728]","[60.78254428191549, 49.40040582732619]",0.0,135.33830415451234
13,"[5, 6]","[27.470325417092823, 14.365326074321676]","[55.489697953982564, 35.68308525882324]",50.0,133.0084347042203
13,"[6, 3]","[15.940648436776335, 28.227880511416295]","[62.626237164675466, 32.8400202252905]",0.0,139.6347863381586
13,"[3, 6]","[17.78581965954422, 16.72628562538713]","[60.62582517446371, 40.298005942868954]",2.0833333333333335,135.43593640226402
13,"[5, 10]","[7.633762523318999, 25.940893748269765]","[59.26004557147283, 49.111467864914275]",0.0,141.94616970797586
13,"[5, 10]","[7.633762523318999, 25.940893748269765]","[59.26004557147283, 49.111467864914275]",0.0,141.94616970797586
13,"[5, 3]","[30.157181277404682, 8.691272777640066]","[62.639338634165746, 34.76560856997726]",4.861111111111111,136.25340125918777
13,"[5, 3]","[30.157181277404682, 8.691272777640066]","[62.639338634165746, 34.76560856997726]",4.861111111111111,136.25340125918777
13,"[4, 3]","[4.198849342688362, 0.0]","[83.51663958713186, 34.76560856997726]",4.861111111111111,136.25340125918777
13,"[6, 3]","[26.402252466355712, 12.046828651605018]","[63.3905562803192, 39.75439446134149]",2.0833333333333335,141.59403185962142
13,"[5, 6]","[6.916215776335989, 18.238161281890054]","[61.381263844388286, 56.677776305662526]",0.0,143.21341720827684
13,"[6, 1]","[30.32218167895855, 14.38332459605876]","[59.715964677222075, 31.893395304340746]",73.61111111111111,136.31486625658013
13,"[6, 1]","[30.32218167895855, 14.38332459605876]","[59.715964677222075, 31.893395304340746]",73.61111111111111,136.31486625658013
13,"[5, 10]","[17.9513413440946, 14.268979896089728]","[60.78254428191549, 47.820342787213825]",5.555555555555555,140.82320830931366
13,"[5, 10]","[17.9513413440946, 14.268979896089728]","[60.78254428191549, 59.984750591192324]",5.555555555555555,140.82320830931366
13,"[5, 10]","[10.64468890180521, 0.0]","[60.78254428191549, 60.369966409244526]",5.555555555555555,140.82320830931366
13,"[5, 10]","[22.48154292762115, 15.143053092041473]","[58.32117865559286, 44.15122273937782]",40.27777777777778,140.0969974146333
13,"[15, 3]","[30.157181277404682, 8.691272777640066]","[62.63933863416575, 34.76560856997726]",81.25,136.25340125918777
13,"[6, 4]","[6.364814595500604, 18.339983282467422]","[61.34978546179091, 57.19134306544372]",0.0,143.24592640520265
13,"[11, 4]","[6.135116990268442, 35.04252466490786]","[61.34978546179091, 57.19134306544372]",0.0,143.24592640520265
14,"[6, 5]","[9.455213669806014, 13.859927823900172]","[51.223594619076685, 33.81664773056804]",0.0,108.35538384335092
14,"[6, 7]","[23.21403744621579, 10.094500167364407]","[47.04890944159368, 36.329834792987675]",0.0,116.68728184816155
14,"[5, 10]","[9.32692392935423, 13.895037346676034]","[62.38478185000193, 33.79321432367338]",0.0,119.39995744970557
14,"[5, 10]","[9.32692392935423, 13.895037346676034]","[74.91950309599031, 33.79321432367338]",0.0,119.39995744970557
14,"[5, 10]","[9.32692392935423, 23.85489284993813]","[62.38478185000193, 33.79321432367338]",0.0,119.39995744970557
14,"[6, 5]","[24.375775633400497, 15.436732639839441]","[34.32492683833306, 45.044972571413254]",24.305555555555557,119.18240768298627
14,"[6, 5]","[20.627149093717495, 3.731776243119258]","[34.32492683833306, 45.044972571413254]",24.305555555555557,119.18240768298627
14,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.52005635318355, 29.27676665514421]",0.0,122.53416045488552
14,"[6, 5]","[14.664605578893688, 15.912805143575044]","[54.77813655566407, 37.20033681642121]",0.0,122.55588409455402
14,"[6, 5]","[14.664605578893688, 15.912805143575044]","[70.35096173319559, 37.20033681642121]",0.0,122.55588409455402
14,"[5, 13]","[11.691167403820307, 16.058572558702664]","[61.04065221906448, 34.798407976485606]",0.0,123.58880015807304
14,"[5, 13]","[11.691167403820307, 16.058572558702664]","[61.04065221906448, 34.798407976485606]",0.0,123.58880015807304
14,"[5, 14]","[10.31049804386151, 16.058572558702664]","[61.04065221906448, 34.798407976485606]",0.0,123.58880015807304
14,"[1, 5]","[33.12574621258058, 17.59917905403967]","[39.0033053465319, 33.84417014128362]",85.41666666666667,123.57240075443578
14,"[5, 6]","[12.260149681867865, 16.579252093983193]","[60.717172024379906, 35.04031934501977]",0.0,124.59689314525073
14,"[3, 6]","[17.972465416192385, 16.579252093983193]","[60.717172024379906, 40.56564306188615]",0.0,124.59689314525073
14,"[5, 6]","[10.772041131388999, 16.579252093983193]","[60.717172024379906, 35.04031934501977]",0.0,124.59689314525073
14,"[5, 6]","[12.260149681867865, 16.579252093983193]","[60.717172024379906, 35.04031934501977]",0.0,124.59689314525073
14,"[9, 6]","[10.772041131388999, 16.579252093983193]","[63.6489778316752, 35.04031934501977]",0.0,124.59689314525073
14,"[6, 5]","[20.000877758637806, 18.997492983794146]","[48.47660380258307, 36.16385104438693]",49.30555555555556,123.63882558940196
14,"[6, 15]","[13.631168346144555, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,128.5163760172017
14,"[6, 15]","[13.631168346144555, 11.52675539158398]","[59.520056353183556, 36.36200013899678]",0.0,128.5163760172017
14,"[6, 15]","[17.68327519335618, 18.999551703680602]","[51.76348087439677, 36.23594708837212]",23.61111111111111,124.68225485980568
14,"[7, 1]","[24.43646483585427, 9.966159353085583]","[39.77969624399772, 50.441308804679146]",98.61111111111111,124.62362923761671
14,"[6, 5]","[14.902727538535634, 18.997492983794146]","[59.214802561349664, 36.16385104438693]",0.0,129.27887412806638
14,"[6, 5]","[20.083722173039316, 18.997492983794146]","[59.214802561349664, 36.16385104438693]",0.0,129.27887412806638
14,"[6, 5]","[19.732340291367322, 18.997492983794146]","[59.214802561349664, 36.16385104438693]",0.0,129.27887412806638
14,"[6, 5]","[14.902727538535634, 18.997492983794146]","[81.94536257485868, 36.16385104438693]",0.0,129.27887412806638
14,"[6, 5]","[22.484597208437282, 18.997492983794146]","[59.214802561349664, 9.8041633942752]",0.0,129.27887412806638
14,"[6, 5]","[14.902727538535634, 13.574992377243852]","[21.993568660127806, 36.16385104438693]",0.0,129.27887412806638
14,"[6, 5]","[19.732340291367322, 18.997492983794146]","[59.214802561349664, 36.16385104438693]",0.0,129.27887412806638
14,"[6, 5]","[22.484597208437282, 18.997492983794146]","[59.214802561349664, 9.8041633942752]",0.0,129.27887412806638
14,"[6, 1]","[27.999506633910354, 9.034002046398633]","[59.715964677222075, 31.893395304340746]",65.27777777777777,128.6428686618718
14,"[7, 1]","[25.802639490650908, 19.751142592013238]","[39.779696243997726, 39.679573872535535]",100.0,125.0130521991974
14,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,129.61939393873809
14,"[6, 15]","[5.628774845220292, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,129.61939393873809
14,"[7, 6]","[23.2023943336633, 19.571354557720262]","[44.41606773940475, 38.840875239247026]",205.55555555555554,126.03069187003534
14,"[7, 1]","[30.600070195522882, 20.568797994403614]","[39.779696243997726, 36.721476303835814]",122.91666666666666,127.67004073776003
14,"[7, 2]","[12.916810480452245, 0.0]","[39.779696243997726, 71.70750539345426]",122.91666666666666,127.67004073776003
14,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,129.61939393873809
14,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,129.61939393873809
14,"[6, 15]","[14.734186267680954, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,129.61939393873809
14,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,129.61939393873809
14,"[6, 15]","[5.628774845220292, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,129.61939393873809
14,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,129.61939393873809
14,"[6, 10]","[14.734186267680954, 22.797986592038008]","[59.520056353183556, 9.728688486972295]",0.0,129.61939393873809
14,"[6, 15]","[14.734186267680954, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,129.61939393873809
14,"[7, 1]","[24.43646483585427, 19.51829710537205]","[39.779696243997726, 36.721476303835814]",122.91666666666666,127.67004073776003
14,"[7, 1]","[24.43646483585427, 8.119552419054894]","[39.779696243997726, 53.09360910507342]",122.91666666666666,127.67004073776003
14,"[5, 1]","[30.600070195522882, 20.568797994403614]","[39.779696243997726, 39.76040406084578]",122.91666666666666,127.67004073776003
15,"[6, 7]","[7.74337408587899, 15.591538907035636]","[41.305815044793846, 26.38214280641308]",0.0,91.02287084412156
15,"[6, 5]","[9.455213669806014, 13.859927823900172]","[51.223594619076685, 33.81664773056804]",0.0,108.35538384335092
15,"[6, 5]","[21.257146039200517, 10.630049800425791]","[47.642666995550975, 35.9723889642895]",2.0833333333333335,115.50225179946679
15,"[5, 7]","[16.165457909074448, 8.52194120248623]","[60.717172024379906, 30.250215169326133]",0.0,115.65478630526671
15,"[6, 7]","[23.21403744621579, 10.094500167364407]","[47.04890944159368, 36.329834792987675]",0.0,116.68728184816155
15,"[6, 7]","[23.21403744621579, 10.094500167364407]","[61.238050538067675, 36.329834792987675]",0.0,116.68728184816155
15,"[5, 10]","[9.32692392935423, 13.895037346676034]","[62.38478185000193, 33.79321432367338]",0.0,119.39995744970557
15,"[5, 10]","[9.32692392935423, 13.895037346676034]","[74.91950309599031, 33.79321432367338]",0.0,119.39995744970557
15,"[5, 10]","[9.32692392935423, 23.85489284993813]","[62.38478185000193, 33.79321432367338]",0.0,119.39995744970557
15,"[5, 10]","[9.32692392935423, 13.895037346676034]","[74.91950309599031, 33.79321432367338]",0.0,119.39995744970557
15,"[6, 5]","[24.375775633400497, 15.436732639839441]","[34.32492683833306, 45.044972571413254]",24.305555555555557,119.18240768298627
15,"[6, 5]","[20.627149093717495, 3.731776243119258]","[34.32492683833306, 45.044972571413254]",24.305555555555557,119.18240768298627
15,"[6, 5]","[24.375775633400497, 15.436732639839441]","[35.764939082395514, 31.266990192988366]",24.305555555555557,119.18240768298627
15,"[9, 6]","[19.661068184729075, 13.149465863759868]","[49.03525687688141, 36.12248214346743]",35.41666666666667,117.96827306883779
15,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.52005635318355, 29.27676665514421]",0.0,122.53416045488552
15,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.52005635318355, 24.520120775179524]",0.0,122.53416045488552
15,"[6, 5]","[14.664605578893688, 15.912805143575044]","[54.77813655566407, 37.20033681642121]",0.0,122.55588409455402
15,"[6, 5]","[14.664605578893688, 15.912805143575044]","[70.35096173319559, 37.20033681642121]",0.0,122.55588409455402
15,"[6, 5]","[14.664605578893688, 15.912805143575044]","[70.35096173319559, 37.20033681642121]",0.0,122.55588409455402
15,"[5, 13]","[11.691167403820307, 16.058572558702664]","[61.04065221906448, 34.798407976485606]",0.0,123.58880015807304
15,"[5, 13]","[11.691167403820307, 16.058572558702664]","[61.04065221906448, 34.798407976485606]",0.0,123.58880015807304
15,"[5, 14]","[10.31049804386151, 16.058572558702664]","[61.04065221906448, 34.798407976485606]",0.0,123.58880015807304
15,"[5, 13]","[11.691167403820307, 16.058572558702664]","[61.04065221906448, 65.90789194516518]",0.0,123.58880015807304
15,"[1, 5]","[33.12574621258058, 17.59917905403967]","[39.0033053465319, 33.84417014128362]",85.41666666666667,123.57240075443578
15,"[1, 15]","[33.12574621258058, 17.59917905403967]","[39.0033053465319, 33.84417014128362]",85.41666666666667,123.57240075443578
15,"[6, 5]","[20.000877758637806, 18.997492983794146]","[48.47660380258307, 36.16385104438693]",49.30555555555556,123.63882558940196
15,"[6, 7]","[20.000877758637806, 0.0]","[40.15381450930305, 36.16385104438693]",49.30555555555556,123.63882558940196
15,"[5, 6]","[11.344320573647773, 16.579252093983193]","[60.717172024379906, 35.04031934501977]",0.0,123.68106403703064
15,"[6, 15]","[13.631168346144555, 14.729961143677546]","[59.520056353183556, 36.36200013899678]",0.0,124.24318598200244
15,"[5, 6]","[12.260149681867865, 16.579252093983193]","[60.717172024379906, 35.04031934501977]",0.0,124.59689314525073
15,"[3, 6]","[17.972465416192385, 16.579252093983193]","[60.717172024379906, 40.56564306188615]",0.0,124.59689314525073
15,"[5, 6]","[10.772041131388999, 16.579252093983193]","[60.717172024379906, 35.04031934501977]",0.0,124.59689314525073
15,"[5, 6]","[12.260149681867865, 16.579252093983193]","[60.717172024379906, 35.04031934501977]",0.0,124.59689314525073
15,"[9, 6]","[10.772041131388999, 16.579252093983193]","[63.6489778316752, 35.04031934501977]",0.0,124.59689314525073
15,"[3, 12]","[17.972465416192385, 16.579252093983193]","[88.8349153132001, 40.56564306188615]",0.0,124.59689314525073
15,"[5, 6]","[12.260149681867865, 16.579252093983193]","[65.00523756958059, 35.04031934501977]",0.0,124.59689314525073
15,"[7, 1]","[24.43646483585427, 9.966159353085583]","[39.77969624399772, 50.441308804679146]",98.61111111111111,124.62362923761671
15,"[7, 1]","[24.43646483585427, 9.966159353085583]","[28.16134221016716, 50.441308804679146]",98.61111111111111,124.62362923761671
15,"[6, 10]","[9.767002728411915, 19.003151178876806]","[59.52005635318356, 36.36200013899678]",0.0,124.65221039946906
15,"[6, 15]","[17.68327519335618, 18.999551703680602]","[51.76348087439677, 36.23594708837212]",23.61111111111111,124.68225485980568
15,"[6, 10]","[11.970365179890738, 17.327906375409313]","[59.52005635318355, 36.36200013899678]",0.0,125.18032804748037
15,"[7, 1]","[25.802639490650908, 19.751142592013238]","[39.779696243997726, 39.679573872535535]",100.0,125.0130521991974
15,"[7, 1]","[27.05719648268459, 19.751142592013238]","[67.71249278852187, 39.679573872535535]",100.0,125.0130521991974
15,"[6, 5]","[14.664605578893688, 15.912805143575044]","[57.46087109486007, 37.20033681642121]",0.0,125.23861863375001
15,"[5, 15]","[15.227988354367124, 20.553903065679986]","[51.38174883214996, 38.20533503695881]",6.25,125.36897528915588
15,"[6, 2]","[11.446623505571962, 18.997492983794146]","[59.214802561349664, 36.16385104438693]",0.0,125.8227700951027
15,"[6, 15]","[13.631168346144555, 19.003151178876806]","[59.520056353183556, 36.36200013899678]",0.0,128.5163760172017
15,"[6, 15]","[13.631168346144555, 11.52675539158398]","[59.520056353183556, 35.01521122695252]",0.0,128.5163760172017
15,"[7, 6]","[23.2023943336633, 19.571354557720262]","[44.41606773940475, 38.840875239247026]",205.55555555555554,126.03069187003534
15,"[5, 6]","[19.83483171585177, 19.89384056397622]","[48.28985485887298, 38.295336744323464]",49.30555555555556,126.31386388302444
16,"[6, 7]","[7.74337408587899, 15.591538907035636]","[41.305815044793846, 26.38214280641308]",0.0,91.02287084412156
16,"[6, 5]","[9.455213669806014, 13.859927823900172]","[51.223594619076685, 33.81664773056804]",0.0,108.35538384335092
16,"[6, 5]","[9.455213669806014, 13.859927823900172]","[55.78651010680385, 33.81664773056804]",0.0,108.35538384335092
16,"[6, 5]","[19.558636762754038, 9.926817018321309]","[37.75402109155774, 34.06355931412324]",0.6944444444444444,101.30303418675634
16,"[11, 7]","[17.672411948742404, 10.094500167364407]","[51.49867017903446, 36.329834792987675]",0.0,115.59541708812894
16,"[6, 5]","[21.257146039200517, 10.630049800425791]","[47.642666995550975, 35.9723889642895]",2.0833333333333335,115.50225179946679
16,"[6, 9]","[21.5681957971112, 14.074679076464044]","[43.66733325352242, 34.158406350585054]",73.61111111111111,113.4686144776827
16,"[5, 7]","[16.165457909074448, 8.52194120248623]","[60.717172024379906, 30.250215169326133]",0.0,115.65478630526671
16,"[5, 7]","[16.165457909074448, 8.52194120248623]","[60.717172024379906, 30.250215169326133]",0.0,115.65478630526671
16,"[6, 7]","[23.21403744621579, 10.094500167364407]","[47.04890944159368, 36.329834792987675]",0.0,116.68728184816155
16,"[6, 7]","[23.21403744621579, 10.094500167364407]","[61.238050538067675, 36.329834792987675]",0.0,116.68728184816155
16,"[6, 7]","[23.21403744621579, 10.094500167364407]","[61.238050538067675, 36.329834792987675]",0.0,116.68728184816155
16,"[9, 6]","[19.661068184729075, 13.149465863759868]","[49.03525687688141, 36.12248214346743]",35.41666666666667,117.96827306883779
16,"[9, 6]","[28.512782750117946, 13.149465863759868]","[88.85971895129256, 36.12248214346743]",35.41666666666667,117.96827306883779
16,"[6, 5]","[14.513152849757496, 10.510226264607338]","[53.18971860306527, 39.8040448344292]",0.0,118.01714255185931
16,"[5, 10]","[9.32692392935423, 13.895037346676034]","[62.38478185000193, 33.79321432367338]",0.0,119.39995744970557
16,"[5, 10]","[9.32692392935423, 13.895037346676034]","[74.91950309599031, 33.79321432367338]",0.0,119.39995744970557
16,"[5, 10]","[9.32692392935423, 23.85489284993813]","[62.38478185000193, 33.79321432367338]",0.0,119.39995744970557
16,"[5, 10]","[9.32692392935423, 13.895037346676034]","[74.91950309599031, 33.79321432367338]",0.0,119.39995744970557
16,"[12, 10]","[9.32692392935423, 13.895037346676034]","[74.91950309599031, 33.79321432367338]",0.0,119.39995744970557
16,"[5, 10]","[9.32692392935423, 13.895037346676034]","[74.91950309599031, 33.79321432367338]",0.0,119.39995744970557
16,"[6, 5]","[24.375775633400497, 15.436732639839441]","[34.32492683833306, 45.044972571413254]",24.305555555555557,119.18240768298627
16,"[6, 5]","[20.627149093717495, 3.731776243119258]","[34.32492683833306, 45.044972571413254]",24.305555555555557,119.18240768298627
16,"[6, 5]","[24.375775633400497, 15.436732639839441]","[35.764939082395514, 31.266990192988366]",24.305555555555557,119.18240768298627
16,"[6, 5]","[21.56476027353972, 3.731776243119258]","[34.32492683833306, 45.044972571413254]",24.305555555555557,119.18240768298627
16,"[6, 15]","[13.419658466632107, 19.001490341179746]","[51.18727535883651, 36.303837866194364]",0.0,119.91226203284273
16,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.52005635318355, 29.27676665514421]",0.0,122.53416045488552
16,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.52005635318355, 24.520120775179524]",0.0,122.53416045488552
16,"[6, 10]","[14.734186267680954, 19.003151178876806]","[59.52005635318355, 24.520120775179524]",0.0,122.53416045488552
16,"[6, 5]","[14.664605578893688, 15.912805143575044]","[54.77813655566407, 37.20033681642121]",0.0,122.55588409455402
16,"[6, 5]","[14.664605578893688, 15.912805143575044]","[70.35096173319559, 37.20033681642121]",0.0,122.55588409455402
16,"[6, 5]","[14.664605578893688, 15.912805143575044]","[70.35096173319559, 37.20033681642121]",0.0,122.55588409455402
16,"[6, 11]","[14.664605578893688, 15.912805143575044]","[70.35096173319559, 17.43133628861849]",0.0,122.55588409455402
16,"[5, 14]","[13.80447882477557, 17.10351743147773]","[54.330532426219506, 37.43681043429831]",0.0,122.67533911677111
16,"[5, 14]","[11.508125974808058, 16.058572558702664]","[61.04065221906448, 34.798407976485606]",0.0,123.4057587290608
16,"[5, 13]","[11.691167403820307, 16.058572558702664]","[61.04065221906448, 34.798407976485606]",0.0,123.58880015807304
16,"[5, 13]","[11.691167403820307, 16.058572558702664]","[61.04065221906448, 34.798407976485606]",0.0,123.58880015807304
16,"[5, 14]","[10.31049804386151, 16.058572558702664]","[61.04065221906448, 34.798407976485606]",0.0,123.58880015807304
16,"[5, 13]","[11.691167403820307, 16.058572558702664]","[61.04065221906448, 65.90789194516518]",0.0,123.58880015807304
16,"[2, 13]","[11.691167403820307, 16.058572558702664]","[61.04065221906448, 34.798407976485606]",0.0,123.58880015807304
16,"[5, 14]","[10.31049804386151, 16.058572558702664]","[61.04065221906448, 34.798407976485606]",0.0,123.58880015807304
16,"[1, 5]","[33.12574621258058, 17.59917905403967]","[39.0033053465319, 33.84417014128362]",85.41666666666667,123.57240075443578
16,"[1, 15]","[33.12574621258058, 17.59917905403967]","[39.0033053465319, 33.84417014128362]",85.41666666666667,123.57240075443578
16,"[1, 5]","[25.898087129726193, 17.59917905403967]","[77.88030772270415, 33.84417014128362]",85.41666666666667,123.57240075443578
16,"[5, 6]","[11.344320573647773, 16.579252093983193]","[60.717172024379906, 35.04031934501977]",0.0,123.68106403703064
16,"[5, 6]","[11.344320573647773, 16.579252093983193]","[60.717172024379906, 35.04031934501977]",0.0,123.68106403703064
16,"[1, 7]","[28.612628170211686, 18.0800033645778]","[42.26079431358562, 34.64181575373844]",81.94444444444446,123.59524160211355
16,"[6, 5]","[20.000877758637806, 18.997492983794146]","[48.47660380258307, 36.16385104438693]",49.30555555555556,123.63882558940196
16,"[6, 5]","[20.000877758637806, 18.997492983794146]","[48.47660380258307, 36.16385104438693]",49.30555555555556,123.63882558940196
16,"[6, 7]","[20.000877758637806, 0.0]","[40.15381450930305, 36.16385104438693]",49.30555555555556,123.63882558940196
17,"[6, 7]","[7.74337408587899, 15.591538907035636]","[41.305815044793846, 26.38214280641308]",0.0,91.02287084412156
17,"[6, 5]","[19.558636762754038, 9.926817018321309]","[37.75402109155774, 34.06355931412324]",0.6944444444444444,101.30303418675634
17,"[6, 5]","[19.558636762754038, 9.926817018321309]","[37.75402109155774, 34.06355931412324]",0.6944444444444444,101.30303418675634
17,"[6, 5]","[22.642608915129887, 10.02497965488629]","[35.09915355564569, 37.63720078890019]",0.0,105.40394291456205
17,"[6, 5]","[9.216558555680628, 14.101339370020895]","[49.84091318187036, 32.78017057593321]",0.0,105.93898168350509
17,"[6, 5]","[9.455213669806014, 13.859927823900172]","[51.223594619076685, 33.81664773056804]",0.0,108.35538384335092
17,"[6, 5]","[9.455213669806014, 13.859927823900172]","[55.78651010680385, 33.81664773056804]",0.0,108.35538384335092
17,"[6, 5]","[9.455213669806014, 13.859927823900172]","[51.223594619076685, 33.81664773056804]",0.0,108.35538384335092
17,"[6, 5]","[15.264635121226373, 11.598407339749485]","[45.41791249944522, 34.298871840700684]",15.277777777777775,106.57982680112177
17,"[11, 7]","[17.672411948742404, 10.094500167364407]","[51.49867017903446, 36.329834792987675]",0.0,115.59541708812894
17,"[11, 6]","[20.45291056517382, 10.50989918335313]","[48.507761719416806, 36.05258197393201]",0.6944444444444444,115.52315344187576
17,"[5, 11]","[16.72484560167344, 8.646742252996306]","[55.29018710468844, 30.732704495755563]",2.0833333333333335,111.39447945511375
17,"[6, 5]","[16.20728615847181, 12.321516226067647]","[49.05046939585618, 32.92447531570953]",15.277777777777775,110.50374709610517
17,"[6, 15]","[17.513775693340143, 11.831287319712672]","[42.711453546271784, 36.234033826772446]",48.61111111111111,108.29055038609704
17,"[5, 7]","[16.165457909074448, 8.52194120248623]","[60.717172024379906, 30.250215169326133]",0.0,115.65478630526671
17,"[5, 7]","[16.165457909074448, 8.52194120248623]","[60.717172024379906, 30.250215169326133]",0.0,115.65478630526671
17,"[11, 7]","[16.165457909074448, 0.0]","[60.717172024379906, 30.250215169326133]",0.0,115.65478630526671
17,"[6, 5]","[21.257146039200517, 10.630049800425791]","[47.642666995550975, 35.9723889642895]",2.0833333333333335,115.50225179946679
17,"[6, 5]","[21.257146039200517, 10.630049800425791]","[47.642666995550975, 50.30664774360162]",2.0833333333333335,115.50225179946679
17,"[6, 9]","[21.5681957971112, 14.074679076464044]","[43.66733325352242, 34.158406350585054]",73.61111111111111,113.4686144776827
