,sim_0,sim_1,sim_2,sim_3,sim_4,sim_5,sim_6,sim_7,sim_8,sim_9
0.0,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
0.1666666667,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
0.3333333334,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
0.5000000001,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
0.6666666668,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
0.8333333334999999,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
1.0000000002,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
1.1666666668999999,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
1.3333333336,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
1.5000000003,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
1.6666666669999999,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
1.8333333337,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
2.0000000004,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
2.1666666671,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
2.3333333337999997,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
2.5000000005,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
2.6666666672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672,20.249248504638672
