Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 79.7551725171631, 35.203493679823, 39.8775862585816, 43.5894870080728, 2.24649143195091, 4.09423065460925, 1.12324571597546
