kW_total
59.204668045043945
58.70449256896973
58.40200996398926
59.101627349853516
58.60392761230469
58.70197296142578
58.80250930786133
58.00190353393555
56.99357795715332
56.692970275878906
56.491546630859375
56.290531158447266
55.588993072509766
55.386056900024414
55.385271072387695
55.2851676940918
55.58507537841797
55.486141204833984
55.385658264160156
55.08497428894043
53.978878021240234
53.07785415649414
52.57416248321533
52.27212047576904
51.77068328857422
51.668840408325195
51.36828136444092
51.76748561859131
52.06909942626953
52.4704532623291
52.571969985961914
53.27285671234131
53.375505447387695
53.47596740722656
52.97592735290527
49.74336624145508
48.60024833679199
48.3003625869751
48.249205589294434
48.12354373931885
47.897430419921875
47.422417640686035
46.884883880615234
45.91226768493652
45.48736572265625
44.62964916229248
42.059454917907715
41.18381977081299
36.98293399810791
29.115853309631348
27.579054832458496
19.24552297592163
16.303056716918945
6.265597581863403
4.038046419620514
0.6168086528778076
-2.32048249989748
-3.253274232149124
-5.298798084259033
-6.33767032623291
-9.592679023742676
-11.840507984161377
-12.151589632034302
-12.532729864120483
-12.45612621307373
-13.400275468826294
-14.305022239685059
-14.680314540863037
-14.978013038635254
-15.446758270263672
-16.333147525787354
-15.764780521392822
-15.917186260223389
-14.79746961593628
-14.740530967712402
-14.02081298828125
-13.926401138305664
-14.154367923736572
-13.86938190460205
-13.19357180595398
-11.548843145370483
-10.452622890472412
-8.371846437454224
-6.370719313621521
-1.393619179725647
0.8568705022335052
4.317605081945658
7.990751147270203
9.348707914352417
17.675811290740967
20.856858253479004
22.192280769348145
25.65288543701172
30.00184154510498
44.66369915008545
49.16377639770508
56.66657638549805
58.07673454284668
63.76909065246582
64.98979759216309
68.59796524047852
71.67133712768555
73.18846893310547
75.2083797454834
78.5510482788086
81.48312950134277
88.16622352600098
93.9051284790039
99.83282661437988
101.08799362182617
102.53342247009277
101.57022285461426
100.80204582214355
101.37493133544922
100.41699409484863
99.35155868530273
96.11565589904785
93.90979385375977
92.50119590759277
91.90119743347168
91.69720077514648
91.49603080749512
91.29488945007324
91.19361305236816
90.49385261535645
89.67936706542969
86.94662284851074
84.4166259765625
82.3936882019043
78.1511459350586
76.83677864074707
75.72631645202637
74.91882514953613
74.61752510070801
73.70818328857422
73.00577926635742
73.10194778442383
72.80169105529785
71.69122695922852
69.6755199432373
68.06308937072754
65.64610862731934
62.22403335571289
60.21148872375488
