kVA_total
60.559716508811334
60.041823171235585
59.72874651053169
60.45310028091349
59.93772379027726
60.03928717632425
60.14336131514432
59.31459321721988
58.27143573517246
57.9604681233106
57.75216081607415
57.544278957416886
56.81883777842898
56.60912556129788
56.60834458606426
56.50485227206873
56.81494133935685
56.71260330420859
56.608729352008375
56.29789302555451
55.15493858325579
54.22409442750385
53.704036433675654
53.39222682477945
52.874557078254696
52.76951664373198
52.459275840435765
52.87143251980316
53.182752255737824
53.59712547776725
53.701885273947454
54.42577665647599
54.53168970986585
54.63545468937528
54.118905101499216
50.89155329714586
49.760300552659764
49.4509799770805
49.406695650980915
49.29823332671612
49.103539696989365
48.64402009197121
48.12273087842208
47.16916161716985
46.7722407561825
45.927633879689076
43.383832469095
42.54892989239038
38.42317255026466
30.789863617641895
29.318705855462035
21.50856588749921
18.88953456831923
11.310600735120131
10.295732253855972
9.551542311360762
9.837497640146278
10.20760942907514
11.179607638022887
11.773967818462147
13.936839269177979
15.636676710023357
15.990661326301659
16.314204755145333
16.243915986729245
16.9282234463768
17.587718132574775
17.837695719399004
17.98720160475859
18.28984342865355
18.97800985908077
18.480128997234214
18.62992006378059
17.63574319042658
17.58652097145487
17.00959943036109
16.937475466840812
17.130270712927636
16.88974097111493
16.47411400153988
15.309248261929064
14.603107096097432
13.382839817180797
12.509182166995192
11.086060417133696
11.227090701826056
12.445747314061595
14.206199984408226
15.043792573321713
21.362776702936955
24.15272993656056
25.36789350386869
28.534761726014125
32.55335206320605
46.60750567456784
51.03581240592572
58.475944696415134
59.879029405222596
65.59954989405705
66.85584095870124
70.55693631531439
73.67345591232642
75.28549450275466
77.3426566120339
80.7589662694837
83.82426353786349
90.8275722404679
96.77597421824018
103.03073168913448
104.3588892973874
105.88944746876261
104.86948582553983
104.05612384179601
104.66283002440281
103.64863896677778
102.52198963018769
99.1052988034293
96.78118160261906
95.29863862145389
94.66750038086667
94.4529261811747
94.24138013866218
94.02988735886183
93.92339866744045
93.18788875418716
92.33222224910882
89.46410668274015
86.81225864174532
84.69429119608195
80.25928740546868
78.8871082924322
77.7284880886295
76.88635879876031
76.57221893676565
75.62438555698326
74.89252732309338
74.99271177229976
74.67992382253458
73.52348784135526
71.42583798746735
69.74924521022535
67.23835778521013
63.68791432795634
61.602360041948884
